run_id,file,timestamp,F1
fewshot_metrics_2025-08-15_20-02-36,results/Few_Shot_10runs_20ex/fewshot_metrics_2025-08-15_20-02-36.csv,2025-08-15_20-02-36,0.8095238095238095
fewshot_metrics_2025-08-15_20-08-47,results/Few_Shot_10runs_20ex/fewshot_metrics_2025-08-15_20-08-47.csv,2025-08-15_20-08-47,0.8292682926829268
fewshot_metrics_2025-08-15_20-12-40,results/Few_Shot_10runs_20ex/fewshot_metrics_2025-08-15_20-12-40.csv,2025-08-15_20-12-40,0.8636363636363636
fewshot_metrics_2025-08-15_20-20-21,results/Few_Shot_10runs_20ex/fewshot_metrics_2025-08-15_20-20-21.csv,2025-08-15_20-20-21,0.8444444444444444
fewshot_metrics_2025-08-15_20-23-29,results/Few_Shot_10runs_20ex/fewshot_metrics_2025-08-15_20-23-29.csv,2025-08-15_20-23-29,0.7428571428571429
fewshot_metrics_2025-08-15_23-25-31,results/Few_Shot_10runs_20ex/fewshot_metrics_2025-08-15_23-25-31.csv,2025-08-15_23-25-31,0.8888888888888888
fewshot_metrics_2025-08-15_23-42-19,results/Few_Shot_10runs_20ex/fewshot_metrics_2025-08-15_23-42-19.csv,2025-08-15_23-42-19,0.8484848484848485
fewshot_metrics_2025-08-15_23-53-30,results/Few_Shot_10runs_20ex/fewshot_metrics_2025-08-15_23-53-30.csv,2025-08-15_23-53-30,0.8695652173913043
fewshot_metrics_2025-08-16_00-05-35,results/Few_Shot_10runs_20ex/fewshot_metrics_2025-08-16_00-05-35.csv,2025-08-16_00-05-35,0.9642857142857144
fewshot_metrics_2025-08-16_00-11-14,results/Few_Shot_10runs_20ex/fewshot_metrics_2025-08-16_00-11-14.csv,2025-08-16_00-11-14,0.8936170212765957
