run_id,length_bucket,correct
zero_shot_predictions_2025-08-15_19-10-56,"(60.999, 210.0]",0.8571428571428571
zero_shot_predictions_2025-08-15_19-10-56,"(210.0, 345.0]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-10-56,"(345.0, 531.0]",0.75
zero_shot_predictions_2025-08-15_19-10-56,"(531.0, 895.4]",0.3333333333333333
zero_shot_predictions_2025-08-15_19-10-56,"(895.4, 4865.0]",0.6363636363636364
zero_shot_predictions_2025-08-15_19-13-23,"(60.999, 210.0]",1.0
zero_shot_predictions_2025-08-15_19-13-23,"(210.0, 345.0]",0.75
zero_shot_predictions_2025-08-15_19-13-23,"(345.0, 531.0]",0.4166666666666667
zero_shot_predictions_2025-08-15_19-13-23,"(531.0, 895.4]",0.5
zero_shot_predictions_2025-08-15_19-13-23,"(895.4, 4865.0]",1.0
zero_shot_predictions_2025-08-15_19-14-49,"(60.999, 210.0]",0.6
zero_shot_predictions_2025-08-15_19-14-49,"(210.0, 345.0]",0.75
zero_shot_predictions_2025-08-15_19-14-49,"(345.0, 531.0]",0.2857142857142857
zero_shot_predictions_2025-08-15_19-14-49,"(531.0, 895.4]",0.14285714285714285
zero_shot_predictions_2025-08-15_19-14-49,"(895.4, 4865.0]",0.5
zero_shot_predictions_2025-08-15_19-16-08,"(60.999, 210.0]",0.8333333333333334
zero_shot_predictions_2025-08-15_19-16-08,"(210.0, 345.0]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-16-08,"(345.0, 531.0]",0.75
zero_shot_predictions_2025-08-15_19-16-08,"(531.0, 895.4]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-16-08,"(895.4, 4865.0]",0.5
zero_shot_predictions_2025-08-15_19-17-30,"(60.999, 210.0]",0.3333333333333333
zero_shot_predictions_2025-08-15_19-17-30,"(210.0, 345.0]",0.6
zero_shot_predictions_2025-08-15_19-17-30,"(345.0, 531.0]",0.2
zero_shot_predictions_2025-08-15_19-17-30,"(531.0, 895.4]",0.8888888888888888
zero_shot_predictions_2025-08-15_19-17-30,"(895.4, 4865.0]",1.0
zero_shot_predictions_2025-08-15_19-18-48,"(60.999, 210.0]",0.8333333333333334
zero_shot_predictions_2025-08-15_19-18-48,"(210.0, 345.0]",0.8888888888888888
zero_shot_predictions_2025-08-15_19-18-48,"(345.0, 531.0]",0.6
zero_shot_predictions_2025-08-15_19-18-48,"(531.0, 895.4]",1.0
zero_shot_predictions_2025-08-15_19-18-48,"(895.4, 4865.0]",0.8571428571428571
zero_shot_predictions_2025-08-15_19-19-58,"(60.999, 210.0]",0.8571428571428571
zero_shot_predictions_2025-08-15_19-19-58,"(210.0, 345.0]",0.6
zero_shot_predictions_2025-08-15_19-19-58,"(345.0, 531.0]",0.5
zero_shot_predictions_2025-08-15_19-19-58,"(531.0, 895.4]",0.5714285714285714
zero_shot_predictions_2025-08-15_19-19-58,"(895.4, 4865.0]",1.0
zero_shot_predictions_2025-08-15_19-21-22,"(60.999, 210.0]",1.0
zero_shot_predictions_2025-08-15_19-21-22,"(210.0, 345.0]",0.8
zero_shot_predictions_2025-08-15_19-21-22,"(345.0, 531.0]",0.5714285714285714
zero_shot_predictions_2025-08-15_19-21-22,"(531.0, 895.4]",0.7142857142857143
zero_shot_predictions_2025-08-15_19-21-22,"(895.4, 4865.0]",1.0
zero_shot_predictions_2025-08-15_19-22-48,"(60.999, 210.0]",1.0
zero_shot_predictions_2025-08-15_19-22-48,"(210.0, 345.0]",0.8
zero_shot_predictions_2025-08-15_19-22-48,"(345.0, 531.0]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-22-48,"(531.0, 895.4]",0.75
zero_shot_predictions_2025-08-15_19-22-48,"(895.4, 4865.0]",0.5
zero_shot_predictions_2025-08-15_19-23-53,"(60.999, 210.0]",0.75
zero_shot_predictions_2025-08-15_19-23-53,"(210.0, 345.0]",1.0
zero_shot_predictions_2025-08-15_19-23-53,"(345.0, 531.0]",0.5714285714285714
zero_shot_predictions_2025-08-15_19-23-53,"(531.0, 895.4]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-23-53,"(895.4, 4865.0]",0.75
