run_id,length_bucket,correct
zero_shot_predictions_2025-08-15_19-10-56,"(8.999, 38.0]",0.8333333333333334
zero_shot_predictions_2025-08-15_19-10-56,"(38.0, 61.0]",0.7142857142857143
zero_shot_predictions_2025-08-15_19-10-56,"(61.0, 97.6]",1.0
zero_shot_predictions_2025-08-15_19-10-56,"(97.6, 156.4]",0.25
zero_shot_predictions_2025-08-15_19-10-56,"(156.4, 884.0]",0.6363636363636364
zero_shot_predictions_2025-08-15_19-13-23,"(8.999, 38.0]",1.0
zero_shot_predictions_2025-08-15_19-13-23,"(38.0, 61.0]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-13-23,"(61.0, 97.6]",0.36363636363636365
zero_shot_predictions_2025-08-15_19-13-23,"(97.6, 156.4]",0.6
zero_shot_predictions_2025-08-15_19-13-23,"(156.4, 884.0]",1.0
zero_shot_predictions_2025-08-15_19-14-49,"(8.999, 38.0]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-14-49,"(38.0, 61.0]",0.7142857142857143
zero_shot_predictions_2025-08-15_19-14-49,"(61.0, 97.6]",0.2857142857142857
zero_shot_predictions_2025-08-15_19-14-49,"(97.6, 156.4]",0.0
zero_shot_predictions_2025-08-15_19-14-49,"(156.4, 884.0]",0.6
zero_shot_predictions_2025-08-15_19-16-08,"(8.999, 38.0]",0.8333333333333334
zero_shot_predictions_2025-08-15_19-16-08,"(38.0, 61.0]",0.625
zero_shot_predictions_2025-08-15_19-16-08,"(61.0, 97.6]",0.8
zero_shot_predictions_2025-08-15_19-16-08,"(97.6, 156.4]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-16-08,"(156.4, 884.0]",0.5
zero_shot_predictions_2025-08-15_19-17-30,"(8.999, 38.0]",0.2
zero_shot_predictions_2025-08-15_19-17-30,"(38.0, 61.0]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-17-30,"(61.0, 97.6]",0.25
zero_shot_predictions_2025-08-15_19-17-30,"(97.6, 156.4]",0.8
zero_shot_predictions_2025-08-15_19-17-30,"(156.4, 884.0]",1.0
zero_shot_predictions_2025-08-15_19-18-48,"(8.999, 38.0]",0.8
zero_shot_predictions_2025-08-15_19-18-48,"(38.0, 61.0]",0.9
zero_shot_predictions_2025-08-15_19-18-48,"(61.0, 97.6]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-18-48,"(97.6, 156.4]",1.0
zero_shot_predictions_2025-08-15_19-18-48,"(156.4, 884.0]",0.8571428571428571
zero_shot_predictions_2025-08-15_19-19-58,"(8.999, 38.0]",0.875
zero_shot_predictions_2025-08-15_19-19-58,"(38.0, 61.0]",0.5
zero_shot_predictions_2025-08-15_19-19-58,"(61.0, 97.6]",0.5
zero_shot_predictions_2025-08-15_19-19-58,"(97.6, 156.4]",0.5555555555555556
zero_shot_predictions_2025-08-15_19-19-58,"(156.4, 884.0]",1.0
zero_shot_predictions_2025-08-15_19-21-22,"(8.999, 38.0]",1.0
zero_shot_predictions_2025-08-15_19-21-22,"(38.0, 61.0]",0.75
zero_shot_predictions_2025-08-15_19-21-22,"(61.0, 97.6]",0.7777777777777778
zero_shot_predictions_2025-08-15_19-21-22,"(97.6, 156.4]",0.5
zero_shot_predictions_2025-08-15_19-21-22,"(156.4, 884.0]",1.0
zero_shot_predictions_2025-08-15_19-22-48,"(8.999, 38.0]",1.0
zero_shot_predictions_2025-08-15_19-22-48,"(38.0, 61.0]",0.7777777777777778
zero_shot_predictions_2025-08-15_19-22-48,"(61.0, 97.6]",1.0
zero_shot_predictions_2025-08-15_19-22-48,"(97.6, 156.4]",0.7142857142857143
zero_shot_predictions_2025-08-15_19-22-48,"(156.4, 884.0]",0.4
zero_shot_predictions_2025-08-15_19-23-53,"(8.999, 38.0]",0.75
zero_shot_predictions_2025-08-15_19-23-53,"(38.0, 61.0]",1.0
zero_shot_predictions_2025-08-15_19-23-53,"(61.0, 97.6]",0.5714285714285714
zero_shot_predictions_2025-08-15_19-23-53,"(97.6, 156.4]",0.6666666666666666
zero_shot_predictions_2025-08-15_19-23-53,"(156.4, 884.0]",0.75
